city,town,road,,,
高雄市,鹽埕區,河西路,15,38,26
高雄市,鹽埕區,南興前街,15,38,27
高雄市,鹽埕區,南興後街,15,38,28
高雄市,鹽埕區,建國四路,15,38,29
高雄市,鹽埕區,真愛路,15,38,30
高雄市,鹽埕區,崛江街,15,38,31
高雄市,鹽埕區,莒光街,15,38,32
高雄市,鹽埕區,富野路,15,38,33
高雄市,鹽埕區,新化街,15,38,34
高雄市,鹽埕區,新樂街,15,38,35
高雄市,鹽埕區,新興街,15,38,36
高雄市,鹽埕區,壽星街,15,38,37
高雄市,鹽埕區,興華街,15,38,38
高雄市,鹽埕區,瀨南街,15,38,39
高雄市,鹽埕區,鹽埕街,15,38,40
高雄市,鹽埕區,堀江街,15,38,41
屏東縣,九如鄉,九如路一段,16,1,1
屏東縣,九如鄉,九如路二段,16,1,2
屏東縣,九如鄉,九如路三段,16,1,3
屏東縣,九如鄉,九里路,16,1,4
屏東縣,九如鄉,九明街,16,1,5
屏東縣,九如鄉,九東路,16,1,6
屏東縣,九如鄉,九清街,16,1,7
屏東縣,九如鄉,九龍路,16,1,8
屏東縣,九如鄉,三民路,16,1,9
屏東縣,九如鄉,三多路,16,1,10
屏東縣,九如鄉,三和街,16,1,11
屏東縣,九如鄉,三富街,16,1,12
屏東縣,九如鄉,三環路,16,1,13
屏東縣,九如鄉,大仁街,16,1,14
屏東縣,九如鄉,大同街,16,1,15
屏東縣,九如鄉,大坵路,16,1,16
屏東縣,九如鄉,大智街,16,1,17
屏東縣,九如鄉,大順街,16,1,18
屏東縣,九如鄉,中正路,16,1,19
屏東縣,九如鄉,中庄街,16,1,20
屏東縣,九如鄉,中路,16,1,21
屏東縣,九如鄉,中興街,16,1,22
屏東縣,九如鄉,五權路,16,1,23
屏東縣,九如鄉,仁愛街,16,1,24
屏東縣,九如鄉,文化街,16,1,25
屏東縣,九如鄉,文明街,16,1,26
屏東縣,九如鄉,水尾路,16,1,27
屏東縣,九如鄉,王厝路,16,1,28
屏東縣,九如鄉,平和路,16,1,29
屏東縣,九如鄉,民主街,16,1,30
屏東縣,九如鄉,民生街,16,1,31
屏東縣,九如鄉,民有街,16,1,32
屏東縣,九如鄉,民治街,16,1,33
屏東縣,九如鄉,玉水路,16,1,34
屏東縣,九如鄉,玉泉街,16,1,35
屏東縣,九如鄉,玉新街,16,1,36
屏東縣,九如鄉,田中街,16,1,37
屏東縣,九如鄉,光明巷,16,1,38
屏東縣,九如鄉,光復街,16,1,39
屏東縣,九如鄉,向陽路,16,1,40
屏東縣,九如鄉,合作街,16,1,41
屏東縣,九如鄉,成功二街,16,1,42
屏東縣,九如鄉,冷水路,16,1,43
屏東縣,九如鄉,和平街,16,1,44
屏東縣,九如鄉,忠孝街,16,1,45
屏東縣,九如鄉,昌榮路,16,1,46
屏東縣,九如鄉,東昌街,16,1,47
屏東縣,九如鄉,東明街,16,1,48
屏東縣,九如鄉,東晉街,16,1,49
屏東縣,九如鄉,東盛街,16,1,50
屏東縣,九如鄉,東都街,16,1,51
屏東縣,九如鄉,東富街,16,1,52
屏東縣,九如鄉,東寧路,16,1,53
屏東縣,九如鄉,東興街,16,1,54
屏東縣,九如鄉,林森路,16,1,55
屏東縣,九如鄉,信義街,16,1,56
屏東縣,九如鄉,後庄路,16,1,57
屏東縣,九如鄉,洽和街,16,1,58
屏東縣,九如鄉,洽興路,16,1,59
屏東縣,九如鄉,崁頂街,16,1,60
屏東縣,九如鄉,耆老路,16,1,61
屏東縣,九如鄉,清水路,16,1,62
屏東縣,九如鄉,清聖街,16,1,63
屏東縣,九如鄉,勝利街,16,1,64
屏東縣,九如鄉,堤防一巷,16,1,65
屏東縣,九如鄉,富仁街,16,1,66
屏東縣,九如鄉,黃金路,16,1,67
屏東縣,九如鄉,新庄路,16,1,68
屏東縣,九如鄉,新埔路,16,1,69
屏東縣,九如鄉,農場街,16,1,70
屏東縣,九如鄉,榮泉街,16,1,71
屏東縣,九如鄉,維新街,16,1,72
屏東縣,九如鄉,維新路,16,1,73
屏東縣,九如鄉,德安路,16,1,74
屏東縣,九如鄉,德新路,16,1,75
屏東縣,九如鄉,衛武街,16,1,76
屏東縣,九如鄉,龍子一街,16,1,77
屏東縣,九如鄉,龍子二街,16,1,78
屏東縣,九如鄉,豐平路,16,1,79
屏東縣,九如鄉,豐田街,16,1,80
屏東縣,九如鄉,豐年路,16,1,81
屏東縣,九如鄉,豊平路,16,1,82
屏東縣,九如鄉,豊田街,16,1,83
屏東縣,九如鄉,豊年路,16,1,84
屏東縣,九如鄉,黄金路,16,1,85
屏東縣,三地門鄉,4鄰光復巷,16,2,1
屏東縣,三地門鄉,三地門鄉馬兒村馬兒巷,16,2,2
屏東縣,三地門鄉,中正路一段,16,2,3
屏東縣,三地門鄉,中正路二段,16,2,4
屏東縣,三地門鄉,文化街,16,2,5
屏東縣,三地門鄉,北巴巷,16,2,6
屏東縣,三地門鄉,民族巷,16,2,7
屏東縣,三地門鄉,光復巷,16,2,8
屏東縣,三地門鄉,安樂巷,16,2,9
屏東縣,三地門鄉,百合路,16,2,10
屏東縣,三地門鄉,行政巷,16,2,11
屏東縣,三地門鄉,行政街,16,2,12
屏東縣,三地門鄉,和平路二段,16,2,13
屏東縣,三地門鄉,沿山公路三段,16,2,14
屏東縣,三地門鄉,沿山路,16,2,15
屏東縣,三地門鄉,信義巷,16,2,16
屏東縣,三地門鄉,屏東縣三地門青山村4鄰民族巷,16,2,17
屏東縣,三地門鄉,巷,16,2,18
屏東縣,三地門鄉,相助巷,16,2,19
屏東縣,三地門鄉,展望路二段,16,2,20
屏東縣,三地門鄉,馬兒,16,2,21
屏東縣,三地門鄉,馬兒巷,16,2,22
屏東縣,三地門鄉,高山巷,16,2,23
屏東縣,三地門鄉,高巷,16,2,24
屏東縣,三地門鄉,勝利巷,16,2,25
屏東縣,三地門鄉,達來,16,2,26
屏東縣,三地門鄉,達來巷,16,2,27
屏東縣,三地門鄉,達來達發巷,16,2,28
屏東縣,三地門鄉,達發達旺巷,16,2,29
屏東縣,三地門鄉,德文巷,16,2,30
屏東縣,三地門鄉,魯凱街,16,2,31
屏東縣,三地門鄉,龍園,16,2,32
屏東縣,三地門鄉,龍園巷,16,2,33
屏東縣,三地門鄉,賽嘉,16,2,34
屏東縣,三地門鄉,賽嘉村,16,2,35
屏東縣,三地門鄉,賽嘉巷,16,2,36
屏東縣,三地門鄉,寶嘉巷,16,2,37
屏東縣,內埔鄉,人和路,16,3,1
屏東縣,內埔鄉,八德路,16,3,2
屏東縣,內埔鄉,三和路,16,3,3
屏東縣,內埔鄉,上寧路,16,3,4
屏東縣,內埔鄉,大同路一段,16,3,5
屏東縣,內埔鄉,大同路二段,16,3,6
屏東縣,內埔鄉,大同路三段,16,3,7
屏東縣,內埔鄉,大同路五段,16,3,8
屏東縣,內埔鄉,大同路四段,16,3,9
屏東縣,內埔鄉,大旺路,16,3,10
屏東縣,內埔鄉,大明巷,16,3,11
屏東縣,內埔鄉,大茂巷,16,3,12
屏東縣,內埔鄉,大旋巷,16,3,13
屏東縣,內埔鄉,大博巷,16,3,14
屏東縣,內埔鄉,大發路,16,3,15
屏東縣,內埔鄉,大新路,16,3,16
屏東縣,內埔鄉,大義路,16,3,17
屏東縣,內埔鄉,山水路,16,3,18
屏東縣,內埔鄉,中山路,16,3,19
屏東縣,內埔鄉,中央巷,16,3,20
屏東縣,內埔鄉,中正路,16,3,21
屏東縣,內埔鄉,中圳巷,16,3,22
屏東縣,內埔鄉,中林路,16,3,23
屏東縣,內埔鄉,中原巷,16,3,24
屏東縣,內埔鄉,中清巷,16,3,25
屏東縣,內埔鄉,中清橫巷,16,3,26
屏東縣,內埔鄉,中勝路,16,3,27
屏東縣,內埔鄉,中華一街,16,3,28
屏東縣,內埔鄉,中華二街,16,3,29
屏東縣,內埔鄉,中華三街,16,3,30
屏東縣,內埔鄉,中寧路,16,3,31
屏東縣,內埔鄉,中興路,16,3,32
屏東縣,內埔鄉,五經巷,16,3,33
屏東縣,內埔鄉,仁和路,16,3,34
屏東縣,內埔鄉,仁智路,16,3,35
屏東縣,內埔鄉,仁華路,16,3,36
屏東縣,內埔鄉,仁愛路,16,3,37
屏東縣,內埔鄉,內埔市場,16,3,38
屏東縣,內埔鄉,太平巷,16,3,39
屏東縣,內埔鄉,文山路,16,3,40
屏東縣,內埔鄉,文化路,16,3,41
屏東縣,內埔鄉,文光巷,16,3,42
屏東縣,內埔鄉,文忠路,16,3,43
屏東縣,內埔鄉,文昌路,16,3,44
屏東縣,內埔鄉,文明巷,16,3,45
屏東縣,內埔鄉,文盛路,16,3,46
屏東縣,內埔鄉,水源路,16,3,47
屏東縣,內埔鄉,北平巷,16,3,48
屏東縣,內埔鄉,北寧路,16,3,49
屏東縣,內埔鄉,北寧路二段,16,3,50
屏東縣,內埔鄉,四份巷,16,3,51
屏東縣,內埔鄉,四維路,16,3,52
屏東縣,內埔鄉,平山路,16,3,53
屏東縣,內埔鄉,平昌街,16,3,54
屏東縣,內埔鄉,必勝路,16,3,55
屏東縣,內埔鄉,必發巷,16,3,56
屏東縣,內埔鄉,民生路,16,3,57
屏東縣,內埔鄉,民善路,16,3,58
屏東縣,內埔鄉,永平街,16,3,59
屏東縣,內埔鄉,永平路,16,3,60
屏東縣,內埔鄉,永田路,16,3,61
屏東縣,內埔鄉,永光路,16,3,62
屏東縣,內埔鄉,永安巷,16,3,63
屏東縣,內埔鄉,永安路,16,3,64
屏東縣,內埔鄉,永定巷,16,3,65
屏東縣,內埔鄉,永昌巷,16,3,66
屏東縣,內埔鄉,永隆巷,16,3,67
屏東縣,內埔鄉,永新路,16,3,68
屏東縣,內埔鄉,永興二巷,16,3,69
屏東縣,內埔鄉,永興巷,16,3,70
屏東縣,內埔鄉,永豐巷,16,3,71
屏東縣,內埔鄉,光明巷,16,3,72
屏東縣,內埔鄉,光明路,16,3,73
屏東縣,內埔鄉,光復路,16,3,74
屏東縣,內埔鄉,光華街,16,3,75
屏東縣,內埔鄉,向北巷,16,3,76
屏東縣,內埔鄉,地利路,16,3,77
屏東縣,內埔鄉,安和巷,16,3,78
屏東縣,內埔鄉,成功路,16,3,79
屏東縣,內埔鄉,早角路,16,3,80
屏東縣,內埔鄉,竹山路,16,3,81
屏東縣,內埔鄉,竹北巷,16,3,82
屏東縣,內埔鄉,竹西巷,16,3,83
屏東縣,內埔鄉,竹東路,16,3,84
屏東縣,內埔鄉,竹南路,16,3,85
屏東縣,內埔鄉,竹興路,16,3,86
屏東縣,內埔鄉,竹豐巷,16,3,87
屏東縣,內埔鄉,自力路,16,3,88
屏東縣,內埔鄉,自立路,16,3,89
屏東縣,內埔鄉,自強路,16,3,90
屏東縣,內埔鄉,西平路,16,3,91
屏東縣,內埔鄉,西圳巷,16,3,92
屏東縣,內埔鄉,西安巷,16,3,93
屏東縣,內埔鄉,西安路,16,3,94
屏東縣,內埔鄉,西淇路,16,3,95
屏東縣,內埔鄉,西銀東巷,16,3,96
屏東縣,內埔鄉,西銀巷,16,3,97
屏東縣,內埔鄉,利寧路,16,3,98
屏東縣,內埔鄉,汾陽一巷,16,3,99
屏東縣,內埔鄉,汾陽二巷,16,3,100
屏東縣,內埔鄉,汾陽三巷,16,3,101
屏東縣,內埔鄉,育文路,16,3,102
屏東縣,內埔鄉,育英路,16,3,103
屏東縣,內埔鄉,里仁路,16,3,104
屏東縣,內埔鄉,里北路,16,3,105
屏東縣,內埔鄉,里和路,16,3,106
屏東縣,內埔鄉,里東路,16,3,107
屏東縣,內埔鄉,里信路,16,3,108
屏東縣,內埔鄉,里南路,16,3,109
屏東縣,內埔鄉,里智路,16,3,110
屏東縣,內埔鄉,里順路,16,3,111
屏東縣,內埔鄉,里新路,16,3,112
屏東縣,內埔鄉,里義路,16,3,113
屏東縣,內埔鄉,和仁路,16,3,114
屏東縣,內埔鄉,和平新路,16,3,115
屏東縣,內埔鄉,和平路,16,3,116
屏東縣,內埔鄉,和光路,16,3,117
屏東縣,內埔鄉,和成巷,16,3,118
屏東縣,內埔鄉,和美路,16,3,119
屏東縣,內埔鄉,和順路,16,3,120
屏東縣,內埔鄉,和寧路,16,3,121
屏東縣,內埔鄉,和興路,16,3,122
屏東縣,內埔鄉,延平路,16,3,123
屏東縣,內埔鄉,忠孝路,16,3,124
屏東縣,內埔鄉,忠英路,16,3,125
屏東縣,內埔鄉,忠義路,16,3,126
屏東縣,內埔鄉,昌宏路,16,3,127
屏東縣,內埔鄉,昌南路,16,3,128
屏東縣,內埔鄉,明東路,16,3,129
屏東縣,內埔鄉,明華路,16,3,130
屏東縣,內埔鄉,明德路,16,3,131
屏東縣,內埔鄉,昇平街,16,3,132
屏東縣,內埔鄉,昇華路,16,3,133
屏東縣,內埔鄉,東山巷,16,3,134
屏東縣,內埔鄉,東川,16,3,135
屏東縣,內埔鄉,東川路,16,3,136
屏東縣,內埔鄉,東平巷,16,3,137
屏東縣,內埔鄉,東圳巷,16,3,138
屏東縣,內埔鄉,東成路,16,3,139
屏東縣,內埔鄉,東陽街,16,3,140
屏東縣,內埔鄉,東寧路,16,3,141
屏東縣,內埔鄉,東興路,16,3,142
屏東縣,內埔鄉,河南巷,16,3,143
屏東縣,內埔鄉,金陵路,16,3,144
屏東縣,內埔鄉,長青巷,16,3,145
屏東縣,內埔鄉,信東路,16,3,146
屏東縣,內埔鄉,信義路,16,3,147
屏東縣,內埔鄉,信寧路,16,3,148
屏東縣,內埔鄉,信興巷,16,3,149
屏東縣,內埔鄉,南山路,16,3,150
屏東縣,內埔鄉,南平一巷,16,3,151
屏東縣,內埔鄉,南平巷,16,3,152
屏東縣,內埔鄉,南平路,16,3,153
屏東縣,內埔鄉,南華路,16,3,154
屏東縣,內埔鄉,南寧路,16,3,155
屏東縣,內埔鄉,南豐路,16,3,156
屏東縣,內埔鄉,屏光路,16,3,157
屏東縣,內埔鄉,建三路,16,3,158
屏東縣,內埔鄉,建工路,16,3,159
屏東縣,內埔鄉,建中巷,16,3,160
屏東縣,內埔鄉,建文路,16,3,161
屏東縣,內埔鄉,建平路,16,3,162
屏東縣,內埔鄉,建民路,16,3,163
屏東縣,內埔鄉,建邦路,16,3,164
屏東縣,內埔鄉,建和路,16,3,165
屏東縣,內埔鄉,建明路,16,3,166
屏東縣,內埔鄉,建國路,16,3,167
屏東縣,內埔鄉,建康巷,16,3,168
屏東縣,內埔鄉,建富路,16,3,169
屏東縣,內埔鄉,建華路,16,3,170
屏東縣,內埔鄉,建新路,16,3,171
屏東縣,內埔鄉,建業路,16,3,172
屏東縣,內埔鄉,建興路,16,3,173
屏東縣,內埔鄉,後廟巷,16,3,174
屏東縣,內埔鄉,昭勝路,16,3,175
屏東縣,內埔鄉,科大北路,16,3,176
屏東縣,內埔鄉,科大路一段,16,3,177
屏東縣,內埔鄉,科大路二段,16,3,178
屏東縣,內埔鄉,科大路三段,16,3,179
屏東縣,內埔鄉,美興路,16,3,180
屏東縣,內埔鄉,茄苳路,16,3,181
屏東縣,內埔鄉,原勝路,16,3,182
屏東縣,內埔鄉,唐華路,16,3,183
屏東縣,內埔鄉,埔興路,16,3,184
屏東縣,內埔鄉,展興路,16,3,185
屏東縣,內埔鄉,振興路,16,3,186
屏東縣,內埔鄉,桑原巷,16,3,187
屏東縣,內埔鄉,海平路,16,3,188
屏東縣,內埔鄉,埤頭巷,16,3,189
屏東縣,內埔鄉,崇文巷,16,3,190
屏東縣,內埔鄉,崇聖路,16,3,191
屏東縣,內埔鄉,康寧路,16,3,192
屏東縣,內埔鄉,清涼路一段,16,3,193
屏東縣,內埔鄉,清涼路二段,16,3,194
屏東縣,內埔鄉,清華路,16,3,195
屏東縣,內埔鄉,統嶺巷,16,3,196
屏東縣,內埔鄉,通安路,16,3,197
屏東縣,內埔鄉,通賢巷,16,3,198
屏東縣,內埔鄉,通霄巷,16,3,199
屏東縣,內埔鄉,勝光路,16,3,200
屏東縣,內埔鄉,勝利路,16,3,201
屏東縣,內埔鄉,博愛巷,16,3,202
屏東縣,內埔鄉,富貴巷,16,3,203
屏東縣,內埔鄉,富豐路,16,3,204
屏東縣,內埔鄉,復興巷,16,3,205
屏東縣,內埔鄉,復興路,16,3,206
屏東縣,內埔鄉,惠陽街,16,3,207
屏東縣,內埔鄉,朝陽巷,16,3,208
屏東縣,內埔鄉,善化路,16,3,209
屏東縣,內埔鄉,華光巷,16,3,210
屏東縣,內埔鄉,華安路,16,3,211
屏東縣,內埔鄉,華成巷,16,3,212
屏東縣,內埔鄉,陽明路,16,3,213
屏東縣,內埔鄉,陽濟路,16,3,214
屏東縣,內埔鄉,勤英路,16,3,215
屏東縣,內埔鄉,新中路,16,3,216
屏東縣,內埔鄉,新生路,16,3,217
屏東縣,內埔鄉,新田路,16,3,218
屏東縣,內埔鄉,新光路,16,3,219
屏東縣,內埔鄉,新東路,16,3,220
屏東縣,內埔鄉,新南路,16,3,221
屏東縣,內埔鄉,新唐路,16,3,222
屏東縣,內埔鄉,新展路,16,3,223
屏東縣,內埔鄉,新勝路,16,3,224
屏東縣,內埔鄉,新發路,16,3,225
屏東縣,內埔鄉,新興路,16,3,226
屏東縣,內埔鄉,新豐北路,16,3,227
屏東縣,內埔鄉,新豐路,16,3,228
屏東縣,內埔鄉,溝背巷,16,3,229
屏東縣,內埔鄉,瑞華路,16,3,230
屏東縣,內埔鄉,瑞穗路,16,3,231
屏東縣,內埔鄉,綏平路,16,3,232
屏東縣,內埔鄉,農專街,16,3,233
屏東縣,內埔鄉,嘉應路,16,3,234
屏東縣,內埔鄉,壽比路,16,3,235
屏東縣,內埔鄉,壽埤巷,16,3,236
屏東縣,內埔鄉,榮華巷,16,3,237
屏東縣,內埔鄉,福原路,16,3,238
屏東縣,內埔鄉,福泰路,16,3,239
屏東縣,內埔鄉,福壽路,16,3,240
屏東縣,內埔鄉,福寧路,16,3,241
屏東縣,內埔鄉,福德路,16,3,242
屏東縣,內埔鄉,廣田路,16,3,243
屏東縣,內埔鄉,廣濟路,16,3,244
屏東縣,內埔鄉,德光巷,16,3,245
屏東縣,內埔鄉,德美路,16,3,246
屏東縣,內埔鄉,德修路,16,3,247
屏東縣,內埔鄉,樂平街,16,3,248
屏東縣,內埔鄉,黎和巷,16,3,249
屏東縣,內埔鄉,黎東路,16,3,250
屏東縣,內埔鄉,學人路,16,3,251
屏東縣,內埔鄉,學文路,16,3,252
屏東縣,內埔鄉,學成街,16,3,253
屏東縣,內埔鄉,學府路,16,3,254
屏東縣,內埔鄉,學興路,16,3,255
屏東縣,內埔鄉,樹山路,16,3,256
屏東縣,內埔鄉,樹新路,16,3,257
屏東縣,內埔鄉,興中一巷,16,3,258
屏東縣,內埔鄉,興中二巷,16,3,259
屏東縣,內埔鄉,興中三巷,16,3,260
屏東縣,內埔鄉,興安街,16,3,261
屏東縣,內埔鄉,興南路,16,3,262
屏東縣,內埔鄉,興華路,16,3,263
屏東縣,內埔鄉,興義路,16,3,264
屏東縣,內埔鄉,遼北路,16,3,265
屏東縣,內埔鄉,龍美路,16,3,266
屏東縣,內埔鄉,龍崗路,16,3,267
屏東縣,內埔鄉,龍勝路,16,3,268
屏東縣,內埔鄉,龍善路,16,3,269
屏東縣,內埔鄉,龍鳳路,16,3,270
屏東縣,內埔鄉,龍德路,16,3,271
屏東縣,內埔鄉,龍興路,16,3,272
屏東縣,內埔鄉,龍灣巷,16,3,273
屏東縣,內埔鄉,龍眞路,16,3,274
屏東縣,內埔鄉,環山路,16,3,275
屏東縣,內埔鄉,聯通街,16,3,276
屏東縣,內埔鄉,懷忠路,16,3,277
屏東縣,內埔鄉,觀山街,16,3,278
屏東縣,內埔鄉,瀧觀巷,16,3,279
屏東縣,竹田鄉,三山路,16,4,1
屏東縣,竹田鄉,三民路,16,4,2
屏東縣,竹田鄉,三和路,16,4,3
屏東縣,竹田鄉,三崗路,16,4,4
屏東縣,竹田鄉,土庫,16,4,5
屏東縣,竹田鄉,大平路,16,4,6
屏東縣,竹田鄉,大生路,16,4,7
屏東縣,竹田鄉,大同農場,16,4,8
屏東縣,竹田鄉,大成路,16,4,9
屏東縣,竹田鄉,大明路,16,4,10
屏東縣,竹田鄉,大新路,16,4,11
屏東縣,竹田鄉,中山路,16,4,12
屏東縣,竹田鄉,中正路,16,4,13
屏東縣,竹田鄉,六巷一路,16,4,14
屏東縣,竹田鄉,六巷二路,16,4,15
屏東縣,竹田鄉,六巷三路,16,4,16
屏東縣,竹田鄉,公正路,16,4,17
屏東縣,竹田鄉,太平路,16,4,18
屏東縣,竹田鄉,文筆路,16,4,19
屏東縣,竹田鄉,水源路,16,4,20
屏東縣,竹田鄉,平洋路,16,4,21
屏東縣,竹田鄉,民生路,16,4,22
屏東縣,竹田鄉,永興路,16,4,23
屏東縣,竹田鄉,永豐路,16,4,24
屏東縣,竹田鄉,玉塘埤,16,4,25
屏東縣,竹田鄉,田埔,16,4,26
屏東縣,竹田鄉,光明路,16,4,27
屏東縣,竹田鄉,光復巷,16,4,28
屏東縣,竹田鄉,竹南路,16,4,29
屏東縣,竹田鄉,自強路,16,4,30
屏東縣,竹田鄉,西豐路,16,4,31
屏東縣,竹田鄉,和平路,16,4,32
屏東縣,竹田鄉,忠崙,16,4,33
屏東縣,竹田鄉,忠義路,16,4,34
屏東縣,竹田鄉,東西一路,16,4,35
屏東縣,竹田鄉,東西七路,16,4,36
屏東縣,竹田鄉,東西二路,16,4,37
屏東縣,竹田鄉,東西八路,16,4,38
屏東縣,竹田鄉,東西十一路,16,4,39
屏東縣,竹田鄉,東西十七路,16,4,40
屏東縣,竹田鄉,東西十二路,16,4,41
屏東縣,竹田鄉,東西十八路,16,4,42
屏東縣,竹田鄉,東西十五路,16,4,43
屏東縣,竹田鄉,東西十四路,16,4,44
屏東縣,竹田鄉,東西十路,16,4,45
屏東縣,竹田鄉,東西三路,16,4,46
屏東縣,竹田鄉,東西五路,16,4,47
屏東縣,竹田鄉,東西六路,16,4,48
屏東縣,竹田鄉,東西四路,16,4,49
屏東縣,竹田鄉,信義路,16,4,50
屏東縣,竹田鄉,信實路,16,4,51
屏東縣,竹田鄉,南北一路,16,4,52
屏東縣,竹田鄉,南北十一路,16,4,53
屏東縣,竹田鄉,南北十二路,16,4,54
屏東縣,竹田鄉,南北五路,16,4,55
屏東縣,竹田鄉,南北六路,16,4,56
屏東縣,竹田鄉,南西路,16,4,57
屏東縣,竹田鄉,南昌路,16,4,58
屏東縣,竹田鄉,南進路,16,4,59
屏東縣,竹田鄉,南興路,16,4,60
屏東縣,竹田鄉,洲中路,16,4,61
屏東縣,竹田鄉,洲同路,16,4,62
屏東縣,竹田鄉,美崙,16,4,63
屏東縣,竹田鄉,振福路,16,4,64
屏東縣,竹田鄉,通明路,16,4,65
屏東縣,竹田鄉,連成路,16,4,66
屏東縣,竹田鄉,連洲路,16,4,67
屏東縣,竹田鄉,登龍巷,16,4,68
屏東縣,竹田鄉,新莊洋,16,4,69
屏東縣,竹田鄉,新勢路,16,4,70
屏東縣,竹田鄉,新興路,16,4,71
屏東縣,竹田鄉,溪邊,16,4,72
屏東縣,竹田鄉,瑞竹路,16,4,73
屏東縣,竹田鄉,義和路,16,4,74
屏東縣,竹田鄉,過溝一路,16,4,75
屏東縣,竹田鄉,過溝二路,16,4,76
屏東縣,竹田鄉,過溝三路,16,4,77
屏東縣,竹田鄉,福安路,16,4,78
屏東縣,竹田鄉,鳳平路,16,4,79
屏東縣,竹田鄉,鳳安路,16,4,80
屏東縣,竹田鄉,鳳昇路,16,4,81
屏東縣,竹田鄉,鳳新路,16,4,82
屏東縣,竹田鄉,潮州路,16,4,83
屏東縣,竹田鄉,龍門路,16,4,84
屏東縣,竹田鄉,龍南路,16,4,85
屏東縣,竹田鄉,龍崗路,16,4,86
屏東縣,竹田鄉,豐明路,16,4,87
屏東縣,竹田鄉,豐振路,16,4,88
屏東縣,竹田鄉,豐興路,16,4,89
屏東縣,牡丹鄉,大梅路,16,5,1
屏東縣,牡丹鄉,中間路,16,5,2
屏東縣,牡丹鄉,中興路,16,5,3
屏東縣,牡丹鄉,四林路,16,5,4
屏東縣,牡丹鄉,石門路,16,5,5
屏東縣,牡丹鄉,旭海路,16,5,6
屏東縣,牡丹鄉,牡丹路,16,5,7
屏東縣,牡丹鄉,東海路,16,5,8
屏東縣,牡丹鄉,東源路,16,5,9
屏東縣,牡丹鄉,茄芝路,16,5,10
屏東縣,牡丹鄉,高士佛,16,5,11
屏東縣,牡丹鄉,高士路,16,5,12
屏東縣,車城鄉,下城路,16,6,1
屏東縣,車城鄉,山脚路,16,6,2
屏東縣,車城鄉,中山路,16,6,3
屏東縣,車城鄉,中正路,16,6,4
屏東縣,車城鄉,仁愛路,16,6,5
屏東縣,車城鄉,內埔,16,6,6
屏東縣,車城鄉,文化路,16,6,7
屏東縣,車城鄉,文明路,16,6,8
屏東縣,車城鄉,北門路,16,6,9
屏東縣,車城鄉,田中路,16,6,10
屏東縣,車城鄉,石門埔,16,6,11
屏東縣,車城鄉,尖山,16,6,12
屏東縣,車城鄉,竹社路,16,6,13
屏東縣,車城鄉,和平路,16,6,14
屏東縣,車城鄉,忠孝路,16,6,15
屏東縣,車城鄉,保力路,16,6,16
屏東縣,車城鄉,保新路,16,6,17
屏東縣,車城鄉,後灣路,16,6,18
屏東縣,車城鄉,埔墘路,16,6,19
屏東縣,車城鄉,射寮路,16,6,20
屏東縣,車城鄉,海口路,16,6,21
屏東縣,車城鄉,海口營,16,6,22
屏東縣,車城鄉,海華路,16,6,23
屏東縣,車城鄉,海灣路,16,6,24
屏東縣,車城鄉,統埔路,16,6,25
屏東縣,車城鄉,新生路,16,6,26
屏東縣,車城鄉,新街路,16,6,27
屏東縣,車城鄉,新興路,16,6,28
屏東縣,車城鄉,溫泉路,16,6,29
屏東縣,車城鄉,溪墘路,16,6,30
屏東縣,車城鄉,福安路,16,6,31
屏東縣,車城鄉,福興路,16,6,32
屏東縣,車城鄉,褒忠路,16,6,33
屏東縣,車城鄉,興中路,16,6,34
屏東縣,車城鄉,龍井路,16,6,35
屏東縣,里港鄉,八德路,16,7,1
屏東縣,里港鄉,三和路,16,7,2
屏東縣,里港鄉,三和路三和路,16,7,3
屏東縣,里港鄉,土庫路,16,7,4
屏東縣,里港鄉,大平路,16,7,5
屏東縣,里港鄉,中山南路,16,7,6
屏東縣,里港鄉,中山路,16,7,7
屏東縣,里港鄉,中和路,16,7,8
屏東縣,里港鄉,中南,16,7,9
屏東縣,里港鄉,中校路,16,7,10
屏東縣,里港鄉,仁和路,16,7,11
屏東縣,里港鄉,仁智街,16,7,12
屏東縣,里港鄉,仁愛路,16,7,13
屏東縣,里港鄉,文化路,16,7,14
屏東縣,里港鄉,文昌巷,16,7,15
屏東縣,里港鄉,北安路,16,7,16
屏東縣,里港鄉,四維路,16,7,17
屏東縣,里港鄉,正中街,16,7,18
屏東縣,里港鄉,民生路,16,7,19
屏東縣,里港鄉,永安路,16,7,20
屏東縣,里港鄉,永春路,16,7,21
屏東縣,里港鄉,永樂路,16,7,22
屏東縣,里港鄉,永豐路一段,16,7,23
屏東縣,里港鄉,永豐路二段,16,7,24
屏東縣,里港鄉,永豐路三段,16,7,25
屏東縣,里港鄉,玉田路,16,7,26
屏東縣,里港鄉,光明巷,16,7,27
屏東縣,里港鄉,光復巷,16,7,28
屏東縣,里港鄉,名人街,16,7,29
屏東縣,里港鄉,成功路,16,7,30
屏東縣,里港鄉,江南巷,16,7,31
屏東縣,里港鄉,西隆路,16,7,32
屏東縣,里港鄉,西園路,16,7,33
屏東縣,里港鄉,里中路,16,7,34
屏東縣,里港鄉,里港路,16,7,35
屏東縣,里港鄉,里嶺路,16,7,36
屏東縣,里港鄉,和平路,16,7,37
屏東縣,里港鄉,定遠,16,7,38
